;Name;Latitude;Longitude;Population;Timezone;same_name
54154;Westley;37.54938;-121.1991;603;West Coast;City without UK name
54168;Hawthorne;38.52464;-118.62458;3269;West Coast;City without UK name
54169;Indian Springs;36.56968;-115.67058;991;West Coast;City without UK name
54170;Minden;38.95407;-119.76573;3001;West Coast;City without UK name
54171;Spring Valley;36.10803;-115.245;178395;West Coast;City without UK name
54183;Chester;40.30627;-121.23191;2144;West Coast;City with UK name
54190;Hauser;47.77296;-117.02798;689;West Coast;City without UK name
54193;Lewiston Orchards;46.38044;-116.97543;31422;West Coast;City without UK name
54195;Smelterville;47.5427;-116.18156;603;West Coast;City without UK name
54205;Chiloquin;42.57764;-121.86613;721;West Coast;City without UK name
54206;Klamath Falls;42.22487;-121.78167;21399;West Coast;City without UK name
54207;La Pine;43.6704;-121.50364;1777;West Coast;City without UK name
54208;Lents;45.47984;-122.56731;20156;West Coast;City without UK name
54209;Maywood Park;45.5529;-122.56037;778;West Coast;City without UK name
54210;North Bend;43.4065;-124.22428;9673;West Coast;City without UK name
54211;Rose Lodge;45.01039;-123.88039;1894;West Coast;City without UK name
54212;West Linn;45.36568;-122.61231;26593;West Coast;City without UK name
54213;White City;42.43735;-122.85893;7975;West Coast;City without UK name
54222;Bay View;48.48372;-122.47767;696;West Coast;City without UK name
54223;Blaine;48.99372;-122.74712;5056;West Coast;City without UK name
54224;Cascade Valley;47.13459;-119.32808;2246;West Coast;City without UK name
54225;Centralia;46.71621;-122.9543;16753;West Coast;City without UK name
54226;Echo Lake;47.78427;-122.04679;849;West Coast;City without UK name
54227;Finley;46.15402;-119.0339;6012;West Coast;City without UK name
54228;Harrah;46.40429;-120.54423;628;West Coast;City without UK name
54229;Mill Plain;45.6429;-122.49398;7874;West Coast;City without UK name
54230;Tieton;46.70207;-120.75535;1253;West Coast;City without UK name
54231;Yacolt;45.86595;-122.40621;1686;West Coast;City without UK name
54241;Milton;34.13216;-84.30067;37547;East Coast;City with UK name
54242;Morningside Heights;40.81;-73.9625;55929;East Coast;City without UK name
54244;Fairview-Ferndale;40.78037;-76.57528;2139;East Coast;City without UK name
54245;Mount Vernon;38.71412;-77.10082;12416;East Coast;City without UK name
54246;Leisure Village West-Pine Lake Park;40.00416;-74.26629;3493;East Coast;City without UK name
54247;Vienna Center;41.25098;-80.67215;650;East Coast;City without UK name
54248;East Lake-Orient Park;27.98269;-82.37878;22753;East Coast;City without UK name
54249;Cocoa West;28.35942;-80.77109;5925;East Coast;City without UK name
54250;Slater-Marietta;35.03472;-82.49265;2176;East Coast;City without UK name
54251;University;28.07389;-82.43902;41163;East Coast;City without UK name
54254;Lake Morton-Berrydale;47.33251;-122.10286;10160;West Coast;City without UK name
54255;Viera West;28.24504;-80.7338;6641;East Coast;City without UK name
54256;Henderson;32.00813;-81.25887;1647;East Coast;City without UK name
54258;Wilderness Rim;47.44697;-121.76857;1523;West Coast;City without UK name
54259;West Greenwich;41.637;-71.66004;6135;East Coast;City without UK name
54263;Colony Park;40.34683;-75.9824;1076;East Coast;City without UK name
54264;Laurel Hill;38.71663;-77.23686;6855;East Coast;City without UK name
55023;Cumberland;36.97815;-82.9885;2103;East Coast;City without UK name
55024;Harlan;36.84314;-83.32185;1639;East Coast;City without UK name
55025;Irvine;37.70064;-83.97381;2416;East Coast;City with UK name
55026;Jenkins;37.17344;-82.63099;2103;East Coast;City without UK name
55027;Lancaster;37.61952;-84.578;3864;East Coast;City with UK name
55028;Monticello;37.9923;-84.55022;6103;East Coast;City without UK name
55030;Somerset;37.09202;-84.60411;11439;East Coast;City without UK name
55045;Aspen Hill;39.07955;-77.07303;48759;East Coast;City without UK name
55046;Brookmont;38.94206;-77.12026;3468;East Coast;City without UK name
55047;Eden;38.28068;-75.65104;823;East Coast;City without UK name
55048;Elkridge;39.21261;-76.71358;15593;East Coast;City without UK name
55049;Fruitland;38.32206;-75.6202;5215;East Coast;City without UK name
55050;Highland;39.179;-76.95748;1034;East Coast;City with UK name
55051;La Vale;39.65564;-78.81058;3551;East Coast;City without UK name
55052;Lutherville;39.42122;-76.62608;6504;East Coast;City without UK name
55053;Middletown;39.44371;-77.54471;4469;East Coast;City without UK name
55054;Mount Aetna;39.60232;-77.62416;561;East Coast;City without UK name
55055;Perryman;39.46955;-76.2044;2342;East Coast;City without UK name
55056;Pocomoke City;38.07568;-75.56798;4133;East Coast;City without UK name
55057;Point of Rocks;39.27594;-77.53915;1466;East Coast;City without UK name
55058;Silver Hill;38.84178;-76.94581;5950;East Coast;City without UK name
55059;Woodlawn;39.32288;-76.72803;37879;East Coast;City without UK name
55091;Balfour;35.34651;-82.47206;1187;East Coast;City without UK name
55092;Boger City;35.48069;-81.21341;593;East Coast;City without UK name
55093;Cricket;36.17152;-81.19398;1855;East Coast;City without UK name
55094;Elroy;35.34266;-77.90859;3869;East Coast;City without UK name
55095;Farmville;35.59544;-77.58525;4758;East Coast;City without UK name
55096;Halifax;36.32849;-77.58942;225;East Coast;City with UK name
55097;Hazelwood;35.46871;-83.00403;1655;East Coast;City without UK name
55098;Holden Beach;33.91351;-78.30389;631;East Coast;City without UK name
55099;Huntersville;35.41069;-80.84285;52704;East Coast;City without UK name
55100;Jackson;36.3896;-77.42136;481;East Coast;City without UK name
55101;James City;35.08877;-77.03495;5899;East Coast;City without UK name
55102;Kill Devil Hills;36.03072;-75.67601;7058;East Coast;City without UK name
55103;Leland;34.25628;-78.04471;17924;East Coast;City without UK name
55104;Masonboro;34.17934;-77.84748;14826;East Coast;City without UK name
55105;Pittsboro;35.72015;-79.17724;4198;East Coast;City without UK name
55106;Raeford;34.981;-79.2242;4860;East Coast;City without UK name
55107;Sherrills Ford;35.62041;-80.98647;1007;East Coast;City without UK name
55108;Southmont;35.66792;-80.267;1470;East Coast;City without UK name
55109;Toast;36.50041;-80.62645;1450;East Coast;City without UK name
55110;Wade;35.16294;-78.73613;560;East Coast;City without UK name
55111;Whitakers;36.10543;-77.71275;725;East Coast;City without UK name
55112;Ashland;39.86317;-75.006;8302;East Coast;City without UK name
55113;Brigantine;39.41012;-74.36459;9204;East Coast;City without UK name
55114;Lavallette;39.9704;-74.06875;1807;East Coast;City without UK name
55115;Ship Bottom;39.6429;-74.18042;1135;East Coast;City without UK name
55116;Somers Point;39.31762;-74.5946;10688;East Coast;City without UK name
55117;Villas;39.02872;-74.93851;9483;East Coast;City without UK name
55118;Vineland;39.48623;-75.02573;60818;East Coast;City without UK name
55119;Beverly;39.54785;-81.63957;1308;East Coast;City without UK name
55120;Greenfield;39.35201;-83.38269;4572;East Coast;City with UK name
55121;Mayfield;39.49478;-84.37272;3294;East Coast;City with UK name
55122;New Miami;39.43478;-84.53689;2316;East Coast;City without UK name
55123;Roseville;39.80729;-82.07125;1853;East Coast;City without UK name
55132;Conestoga;39.94066;-76.34635;1258;East Coast;City without UK name
55133;Crucible;39.94841;-79.96477;725;East Coast;City without UK name
55134;Dunbar;39.97785;-79.61448;1018;East Coast;City with UK name
55135;Linwood;39.8265;-75.42547;3281;East Coast;City with UK name
55136;Mont Alto;39.84426;-77.55832;1733;East Coast;City without UK name
55137;Shrewsbury;39.76871;-76.67969;3863;East Coast;City with UK name
55138;Wharton;39.92678;-75.15712;49732;East Coast;City without UK name
55139;Allendale;33.00793;-81.30844;3126;East Coast;City without UK name
55140;Branchville;33.25127;-80.81565;989;East Coast;City without UK name
55141;Burton;32.43575;-80.724;6976;East Coast;City with UK name
55142;Coward;33.97322;-79.74701;750;East Coast;City without UK name
55143;Elgin;34.67293;-80.71896;2607;East Coast;City with UK name
55144;Enoree;34.65652;-81.9651;665;East Coast;City without UK name
55145;Fair Play;34.51121;-82.98543;687;East Coast;City without UK name
55146;Lamar;34.16877;-80.06257;971;East Coast;City without UK name
55147;Millwood;33.91294;-80.37897;885;East Coast;City without UK name
55148;Norris;34.76011;-82.75375;819;East Coast;City without UK name
55149;Pacolet;34.89902;-81.76177;2352;East Coast;City without UK name
55150;Red Hill;33.82073;-79.01892;13223;East Coast;City without UK name
55151;Roebuck;34.87957;-81.96621;2200;East Coast;City without UK name
55152;Springdale;34.68931;-80.78618;2574;East Coast;City without UK name
55153;Bean Station;36.3437;-83.28406;3104;East Coast;City without UK name
55157;Fall Branch;36.41816;-82.62376;1291;East Coast;City without UK name
55158;Helenwood;36.4298;-84.54411;865;East Coast;City without UK name
55159;Kingston;35.88091;-84.50854;5846;East Coast;City without UK name
55161;Madisonville;35.5198;-84.36353;4783;East Coast;City without UK name
55164;Pittman Center;35.75926;-83.39599;565;East Coast;City without UK name
55169;Tusculum;36.1751;-82.75876;2666;East Coast;City without UK name
55213;Apple Mountain Lake;38.92428;-78.10139;1396;East Coast;City without UK name
55214;East Lexington;37.79291;-79.42532;1463;East Coast;City without UK name
55215;Fredericksburg;38.30318;-77.46054;28118;East Coast;City without UK name
55216;Haymarket;38.81206;-77.63638;1980;East Coast;City without UK name
55217;Hybla Valley;38.74761;-77.08303;15801;East Coast;City without UK name
55218;Jonesville;36.68898;-83.111;974;East Coast;City without UK name
55219;Kilmarnock;37.71041;-76.37967;1437;East Coast;City with UK name
55220;Mechanicsville;37.60876;-77.37331;36348;East Coast;City without UK name
55221;Portsmouth Heights;36.82098;-76.36883;99049;East Coast;City without UK name
55222;Pulaski;37.0479;-80.77979;8890;East Coast;City without UK name
55223;Shawnee Land;39.19149;-78.34556;1873;East Coast;City without UK name
55224;Springfield;38.78928;-77.1872;30484;East Coast;City with UK name
55225;Tysons Corner;38.91872;-77.23109;19627;East Coast;City without UK name
55226;Barrackville;39.5037;-80.16675;1321;East Coast;City without UK name
55227;Gallipolis Ferry;38.77064;-82.19876;817;East Coast;City without UK name
55228;Junior;38.97871;-79.94952;503;East Coast;City without UK name
55229;Logan;37.84871;-81.99346;1649;East Coast;City with UK name
55230;Philippi;39.15232;-80.04036;3256;East Coast;City without UK name
55231;Princeton;37.36623;-81.10259;6035;East Coast;City without UK name
55232;Rand;38.2826;-81.56234;1631;East Coast;City without UK name
55233;Red Jacket;37.64844;-82.14013;581;East Coast;City without UK name
55234;Summersville;38.28122;-80.8526;3478;East Coast;City without UK name
55237;Tariffville;41.90871;-72.7601;1324;East Coast;City without UK name
55238;Milford;41.22232;-73.0565;52759;East Coast;City with UK name
55239;North Grosvenor Dale;41.98565;-71.89868;1530;East Coast;City without UK name
55240;North Stamford;41.13815;-73.54346;121230;East Coast;City without UK name
55241;Putnam;41.9151;-71.90896;7214;East Coast;City without UK name
55242;Somers;41.98537;-72.4462;1789;East Coast;City without UK name
55288;Bolton;42.43343;-71.60784;4220;East Coast;City with UK name
55289;Colrain;42.67314;-72.69676;1845;East Coast;City without UK name
55290;Framingham;42.27926;-71.41617;68318;East Coast;City without UK name
55291;Holliston;42.2001;-71.4245;14010;East Coast;City without UK name
55292;Leverett;42.45203;-72.50148;1692;East Coast;City without UK name
55293;Mansfield;42.03343;-71.21894;23380;East Coast;City with UK name
55294;Monument Beach;41.71955;-70.61198;2790;East Coast;City without UK name
55295;Ocean Grove;41.72927;-71.20921;2811;East Coast;City without UK name
55296;Paxton;42.3112;-71.92813;4463;East Coast;City without UK name
55297;Sherborn;42.23899;-71.36978;4273;East Coast;City without UK name
55298;South Lancaster;42.44454;-71.68701;1894;East Coast;City without UK name
55299;Teaticket;41.56455;-70.59586;1692;East Coast;City without UK name
55300;Wellfleet;41.93761;-70.0328;2797;East Coast;City without UK name
55301;Bethel;44.40423;-70.79062;2507;East Coast;City without UK name
55302;Chesterville;44.55117;-70.08617;1216;East Coast;City without UK name
55303;East Millinocket;45.62755;-68.57448;1567;East Coast;City without UK name
55304;Grand Isle;47.30532;-68.15198;539;East Coast;City without UK name
55305;Hermon;44.81007;-68.91337;4909;East Coast;City without UK name
55306;Hollis Center;43.60508;-70.59311;4637;East Coast;City without UK name
55307;Islesboro;44.30841;-68.90337;627;East Coast;City without UK name
55603;Monticello;46.30838;-67.84252;821;East Coast;City without UK name
55604;New Sharon;44.63895;-70.01561;1348;East Coast;City without UK name
55605;Nobleboro;44.07952;-69.48505;1691;East Coast;City without UK name
55606;Norway;44.21396;-70.54478;2748;East Coast;City without UK name
55607;Sherman;45.87116;-68.41781;974;East Coast;City without UK name
55608;South Windham;43.73619;-70.42366;1374;East Coast;City without UK name
55609;Southwest Harbor;44.2798;-68.32502;720;East Coast;City without UK name
55610;Stonington;44.15619;-68.66669;1198;East Coast;City without UK name
55655;Andover;43.43702;-71.82341;2246;East Coast;City with UK name
55656;Danbury;43.52563;-71.86175;1141;East Coast;City with UK name
55657;Grafton;43.55868;-71.94397;1212;East Coast;City without UK name
55658;Greenfield;42.95064;-71.8723;1765;East Coast;City with UK name
55659;Hudson;42.76481;-71.43979;7336;East Coast;City without UK name
55660;Laconia;43.52785;-71.47035;16227;East Coast;City without UK name
55661;Piermont;43.96979;-72.08064;755;East Coast;City without UK name
55662;Portsmouth;43.07704;-70.75766;21530;East Coast;City with UK name
55663;Tuftonboro;43.69647;-71.22201;2288;East Coast;City without UK name
55664;Wakefield;43.56813;-71.03007;4705;East Coast;City with UK name
55665;Andover;40.98593;-74.74211;581;East Coast;City with UK name
55666;Eatontown;40.29622;-74.05097;12301;East Coast;City without UK name
55667;Gladstone;40.7226;-74.66544;2086;East Coast;City without UK name
55668;Kinnelon;41.00176;-74.3671;10392;East Coast;City without UK name
55669;Middlesex;40.5726;-74.49265;13934;East Coast;City without UK name
55670;Neptune City;40.20011;-74.02792;4803;East Coast;City without UK name
55671;Peapack;40.71677;-74.65655;2086;East Coast;City without UK name
55672;Rockleigh;41.00038;-73.93041;533;East Coast;City without UK name
55673;Roosevelt;40.22011;-74.47321;871;East Coast;City without UK name
